year,month,시간대,month_sin,month_cos,is_restingday,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_sin,hour_cos,is_noon,is_rushhour,온도,snow_flag,습도__poly_1,습도__poly_2,delta_usage
2024,1,13,0.0,1.0,0,0,0,0,1,0,0,0,-0.2588190451025208,-0.9659258262890684,1,0,3.5,0,63.0,3969.0,1
2024,1,14,0.0,1.0,0,0,0,0,1,0,0,0,-0.4999999999999998,-0.8660254037844388,1,0,4.4,0,56.0,3136.0,-2
2024,1,15,0.0,1.0,0,0,0,0,1,0,0,0,-0.7071067811865471,-0.7071067811865479,1,0,4.8,0,55.0,3025.0,-3
2024,1,16,0.0,1.0,0,0,0,0,1,0,0,0,-0.8660254037844384,-0.5000000000000004,1,0,4.7,0,59.0,3481.0,10
2024,1,17,0.0,1.0,0,0,0,0,1,0,0,0,-0.9659258262890684,-0.2588190451025206,1,1,3.4,0,67.0,4489.0,-4
2024,1,18,0.0,1.0,0,0,0,0,1,0,0,0,-1.0,-1.8369701987210294e-16,1,1,1.2,0,83.0,6889.0,2
2024,1,19,0.0,1.0,0,0,0,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,1,1,0.9,0,87.0,7569.0,3
2024,1,20,0.0,1.0,0,0,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,1,0,0.6,0,89.0,7921.0,-9
2024,1,21,0.0,1.0,0,0,0,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,1,0,0.9,0,89.0,7921.0,-2
2024,1,22,0.0,1.0,0,0,0,0,1,0,0,0,-0.5000000000000004,0.8660254037844384,1,0,-1.1,0,92.0,8464.0,2
2024,1,23,0.0,1.0,0,0,0,0,1,0,0,0,-0.2588190451025215,0.965925826289068,1,0,-1.3,0,93.0,8649.0,-1
2024,1,0,0.0,1.0,0,0,0,0,0,1,0,0,0.0,1.0,0,0,-1.8,0,94.0,8836.0,2
2024,1,1,0.0,1.0,0,0,0,0,0,1,0,0,0.2588190451025207,0.9659258262890684,0,0,-1.9,0,93.0,8649.0,-1
2024,1,2,0.0,1.0,0,0,0,0,0,1,0,0,0.4999999999999999,0.8660254037844387,0,0,-2.2,0,92.0,8464.0,0
2024,1,3,0.0,1.0,0,0,0,0,0,1,0,0,0.7071067811865475,0.7071067811865476,0,0,-2.2,0,92.0,8464.0,0
2024,1,6,0.0,1.0,0,0,0,0,0,1,0,0,1.0,6.123233995736766e-17,0,0,-4.2,0,88.0,7744.0,2
2024,1,7,0.0,1.0,0,0,0,0,0,1,0,0,0.9659258262890684,-0.2588190451025206,0,1,-5.1,0,86.0,7396.0,2
2024,1,8,0.0,1.0,0,0,0,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,0,1,-5.6,0,85.0,7225.0,0
2024,1,9,0.0,1.0,0,0,0,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,0,1,-3.9,0,78.0,6084.0,2
2024,1,10,0.0,1.0,0,0,0,0,0,1,0,0,0.4999999999999999,-0.8660254037844387,0,0,-0.4,0,73.0,5329.0,-5
2024,1,11,0.0,1.0,0,0,0,0,0,1,0,0,0.258819045102521,-0.9659258262890682,0,0,1.2,0,56.0,3136.0,2
2024,1,12,0.0,1.0,0,0,0,0,0,1,0,0,1.2246467991473532e-16,-1.0,1,0,2.0,0,48.0,2304.0,-2
2024,1,13,0.0,1.0,0,0,0,0,0,1,0,0,-0.2588190451025208,-0.9659258262890684,1,0,2.7,0,43.0,1849.0,-1
2024,1,14,0.0,1.0,0,0,0,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,1,0,2.8,0,42.0,1764.0,2
2024,1,15,0.0,1.0,0,0,0,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,1,0,2.8,0,42.0,1764.0,0
2024,1,16,0.0,1.0,0,0,0,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,1,0,2.2,0,43.0,1849.0,8
2024,1,17,0.0,1.0,0,0,0,0,0,1,0,0,-0.9659258262890684,-0.2588190451025206,1,1,0.6,0,52.0,2704.0,-11
2024,1,18,0.0,1.0,0,0,0,0,0,1,0,0,-1.0,-1.8369701987210294e-16,1,1,-1.5,0,57.0,3249.0,12
2024,1,19,0.0,1.0,0,0,0,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,1,1,-1.9,0,56.0,3136.0,-11
2024,1,20,0.0,1.0,0,0,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,1,0,-2.4,0,53.0,2809.0,5
2024,1,21,0.0,1.0,0,0,0,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,1,0,-3.2,0,54.0,2916.0,-5
2024,1,22,0.0,1.0,0,0,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,1,0,-3.8,0,55.0,3025.0,4
2024,1,23,0.0,1.0,0,0,0,0,0,1,0,0,-0.2588190451025215,0.965925826289068,1,0,-4.2,0,55.0,3025.0,-6
2024,1,0,0.0,1.0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,-4.3,0,54.0,2916.0,2
2024,1,1,0.0,1.0,1,0,0,0,0,0,1,0,0.2588190451025207,0.9659258262890684,0,0,-4.8,0,54.0,2916.0,0
2024,1,2,0.0,1.0,1,0,0,0,0,0,1,0,0.4999999999999999,0.8660254037844387,0,0,-5.4,0,55.0,3025.0,0
2024,1,5,0.0,1.0,1,0,0,0,0,0,1,0,0.9659258262890684,0.2588190451025207,0,0,-5.2,0,53.0,2809.0,0
2024,1,7,0.0,1.0,1,0,0,0,0,0,1,0,0.9659258262890684,-0.2588190451025206,0,1,-5.2,0,56.0,3136.0,0
2024,1,8,0.0,1.0,1,0,0,0,0,0,1,0,0.8660254037844387,-0.4999999999999998,0,1,-5.3,0,60.0,3600.0,7
2024,1,9,0.0,1.0,1,0,0,0,0,0,1,0,0.7071067811865476,-0.7071067811865475,0,1,-3.5,0,54.0,2916.0,-5
2024,1,10,0.0,1.0,1,0,0,0,0,0,1,0,0.4999999999999999,-0.8660254037844387,0,0,-1.5,0,44.0,1936.0,-2
2024,1,11,0.0,1.0,1,0,0,0,0,0,1,0,0.258819045102521,-0.9659258262890682,0,0,0.2,0,35.0,1225.0,3
2024,1,12,0.0,1.0,1,0,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,1,0,1.5,0,27.0,729.0,0
2024,1,13,0.0,1.0,1,0,0,0,0,0,1,0,-0.2588190451025208,-0.9659258262890684,1,0,2.7,0,23.0,529.0,5
2024,1,14,0.0,1.0,1,0,0,0,0,0,1,0,-0.4999999999999998,-0.8660254037844388,1,0,3.5,0,20.0,400.0,-5
2024,1,15,0.0,1.0,1,0,0,0,0,0,1,0,-0.7071067811865471,-0.7071067811865479,1,0,3.5,0,20.0,400.0,-3
2024,1,16,0.0,1.0,1,0,0,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,1,0,3.0,0,22.0,484.0,3
2024,1,17,0.0,1.0,1,0,0,0,0,0,1,0,-0.9659258262890684,-0.2588190451025206,1,1,-0.3,0,31.0,961.0,2
2024,1,18,0.0,1.0,1,0,0,0,0,0,1,0,-1.0,-1.8369701987210294e-16,1,1,-1.9,0,36.0,1296.0,-4
2024,1,19,0.0,1.0,1,0,0,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,1,1,-3.4,0,43.0,1849.0,-1
2024,1,20,0.0,1.0,1,0,0,0,0,0,1,0,-0.8660254037844386,0.5000000000000001,1,0,-4.7,0,59.0,3481.0,2
2024,1,21,0.0,1.0,1,0,0,0,0,0,1,0,-0.7071067811865477,0.7071067811865474,1,0,-4.9,0,70.0,4900.0,3
2024,1,22,0.0,1.0,1,0,0,0,0,0,1,0,-0.5000000000000004,0.8660254037844384,1,0,-4.0,0,49.0,2401.0,-5
2024,1,23,0.0,1.0,1,0,0,0,0,0,1,0,-0.2588190451025215,0.965925826289068,1,0,-4.1,0,51.0,2601.0,2
2024,1,0,0.0,1.0,1,0,0,0,0,0,0,1,0.0,1.0,0,0,-4.1,0,50.0,2500.0,3
2024,1,1,0.0,1.0,1,0,0,0,0,0,0,1,0.2588190451025207,0.9659258262890684,0,0,-4.1,0,51.0,2601.0,-6
2024,1,6,0.0,1.0,1,0,0,0,0,0,0,1,1.0,6.123233995736766e-17,0,0,-3.5,0,59.0,3481.0,1
2024,1,7,0.0,1.0,1,0,0,0,0,0,0,1,0.9659258262890684,-0.2588190451025206,0,1,-3.2,0,59.0,3481.0,0
2024,1,8,0.0,1.0,1,0,0,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,0,1,-2.8,0,59.0,3481.0,0
2024,1,9,0.0,1.0,1,0,0,0,0,0,0,1,0.7071067811865476,-0.7071067811865475,0,1,-0.6,0,55.0,3025.0,0
2024,1,10,0.0,1.0,1,0,0,0,0,0,0,1,0.4999999999999999,-0.8660254037844387,0,0,1.0,0,53.0,2809.0,6
2024,1,11,0.0,1.0,1,0,0,0,0,0,0,1,0.258819045102521,-0.9659258262890682,0,0,2.0,0,55.0,3025.0,-6
2024,1,13,0.0,1.0,1,0,0,0,0,0,0,1,-0.2588190451025208,-0.9659258262890684,1,0,2.2,0,97.0,9409.0,-1
2024,1,15,0.0,1.0,1,0,0,0,0,0,0,1,-0.7071067811865471,-0.7071067811865479,1,0,2.3,0,100.0,10000.0,1
2024,1,16,0.0,1.0,1,0,0,0,0,0,0,1,-0.8660254037844384,-0.5000000000000004,1,0,2.6,0,95.0,9025.0,0
2024,1,17,0.0,1.0,1,0,0,0,0,0,0,1,-0.9659258262890684,-0.2588190451025206,1,1,1.2,0,94.0,8836.0,0
2024,1,18,0.0,1.0,1,0,0,0,0,0,0,1,-1.0,-1.8369701987210294e-16,1,1,-1.2,0,92.0,8464.0,0
2024,1,19,0.0,1.0,1,0,0,0,0,0,0,1,-0.9659258262890684,0.2588190451025203,1,1,-2.8,0,87.0,7569.0,2
2024,1,21,0.0,1.0,1,0,0,0,0,0,0,1,-0.7071067811865477,0.7071067811865474,1,0,-5.3,0,77.0,5929.0,2
2024,1,22,0.0,1.0,1,0,0,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,1,0,-5.4,0,83.0,6889.0,-6
2024,1,23,0.0,1.0,1,0,0,0,0,0,0,1,-0.2588190451025215,0.965925826289068,1,0,-5.7,0,78.0,6084.0,2
2024,1,0,0.0,1.0,0,1,0,0,0,0,0,0,0.0,1.0,0,0,-6.0,0,73.0,5329.0,-2
2024,1,1,0.0,1.0,0,1,0,0,0,0,0,0,0.2588190451025207,0.9659258262890684,0,0,-6.3,0,69.0,4761.0,0
2024,1,6,0.0,1.0,0,1,0,0,0,0,0,0,1.0,6.123233995736766e-17,0,0,-7.9,0,52.0,2704.0,2
2024,1,7,0.0,1.0,0,1,0,0,0,0,0,0,0.9659258262890684,-0.2588190451025206,0,1,-8.2,0,49.0,2401.0,2
2024,1,8,0.0,1.0,0,1,0,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0,1,-8.4,0,47.0,2209.0,-2
2024,1,9,0.0,1.0,0,1,0,0,0,0,0,0,0.7071067811865476,-0.7071067811865475,0,1,-7.1,0,39.0,1521.0,6
2024,1,10,0.0,1.0,0,1,0,0,0,0,0,0,0.4999999999999999,-0.8660254037844387,0,0,-5.8,0,42.0,1764.0,-6
2024,1,11,0.0,1.0,0,1,0,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0,0,-4.1,0,36.0,1296.0,6
2024,1,12,0.0,1.0,0,1,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,1,0,-2.7,0,33.0,1089.0,-6
2024,1,13,0.0,1.0,0,1,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890684,1,0,-1.1,0,30.0,900.0,2
2024,1,14,0.0,1.0,0,1,0,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,1,0,0.2,0,25.0,625.0,-1
2024,1,15,0.0,1.0,0,1,0,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,1,0,0.4,0,23.0,529.0,1
2024,1,16,0.0,1.0,0,1,0,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,1,0,0.1,0,24.0,576.0,3
2024,1,17,0.0,1.0,0,1,0,0,0,0,0,0,-0.9659258262890684,-0.2588190451025206,1,1,-1.1,0,26.0,676.0,-3
2024,1,18,0.0,1.0,0,1,0,0,0,0,0,0,-1.0,-1.8369701987210294e-16,1,1,-3.3,0,31.0,961.0,3
2024,1,19,0.0,1.0,0,1,0,0,0,0,0,0,-0.9659258262890684,0.2588190451025203,1,1,-4.1,0,33.0,1089.0,-7
2024,1,20,0.0,1.0,0,1,0,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,1,0,-4.7,0,33.0,1089.0,4
2024,1,21,0.0,1.0,0,1,0,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,1,0,-5.2,0,36.0,1296.0,0
2024,1,22,0.0,1.0,0,1,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,1,0,-6.3,0,51.0,2601.0,-3
2024,1,23,0.0,1.0,0,1,0,0,0,0,0,0,-0.2588190451025215,0.965925826289068,1,0,-6.8,0,52.0,2704.0,-1
2024,1,0,0.0,1.0,0,0,1,0,0,0,0,0,0.0,1.0,0,0,-7.0,0,54.0,2916.0,2
2024,1,1,0.0,1.0,0,0,1,0,0,0,0,0,0.2588190451025207,0.9659258262890684,0,0,-7.2,0,57.0,3249.0,-2
2024,1,2,0.0,1.0,0,0,1,0,0,0,0,0,0.4999999999999999,0.8660254037844387,0,0,-7.5,0,61.0,3721.0,4
2024,1,6,0.0,1.0,0,0,1,0,0,0,0,0,1.0,6.123233995736766e-17,0,0,-6.9,0,60.0,3600.0,2
2024,1,7,0.0,1.0,0,0,1,0,0,0,0,0,0.9659258262890684,-0.2588190451025206,0,1,-7.8,0,65.0,4225.0,0
2024,1,8,0.0,1.0,0,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0,1,-8.2,0,67.0,4489.0,4
2024,1,9,0.0,1.0,0,0,1,0,0,0,0,0,0.7071067811865476,-0.7071067811865475,0,1,-5.3,0,53.0,2809.0,-3
2024,1,10,0.0,1.0,0,0,1,0,0,0,0,0,0.4999999999999999,-0.8660254037844387,0,0,-4.0,0,42.0,1764.0,-5
2024,1,11,0.0,1.0,0,0,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0,0,-1.8,0,32.0,1024.0,5
2024,1,12,0.0,1.0,0,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,1,0,0.1,0,27.0,729.0,-5
2024,1,14,0.0,1.0,0,0,1,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,1,0,2.2,0,22.0,484.0,-2
2024,1,15,0.0,1.0,0,0,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,1,0,2.6,0,21.0,441.0,2
2024,1,16,0.0,1.0,0,0,1,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,1,0,2.2,0,20.0,400.0,4
2024,1,17,0.0,1.0,0,0,1,0,0,0,0,0,-0.9659258262890684,-0.2588190451025206,1,1,0.7,0,22.0,484.0,-2
2024,1,18,0.0,1.0,0,0,1,0,0,0,0,0,-1.0,-1.8369701987210294e-16,1,1,-1.2,0,25.0,625.0,1
2024,1,19,0.0,1.0,0,0,1,0,0,0,0,0,-0.9659258262890684,0.2588190451025203,1,1,-3.2,0,29.0,841.0,0
2024,1,20,0.0,1.0,0,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,1,0,-4.2,0,31.0,961.0,-1
2024,1,21,0.0,1.0,0,0,1,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,1,0,-4.8,0,33.0,1089.0,2
2024,1,22,0.0,1.0,0,0,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,1,0,-4.6,0,38.0,1444.0,-6
2024,1,23,0.0,1.0,0,0,1,0,0,0,0,0,-0.2588190451025215,0.965925826289068,1,0,-5.4,0,41.0,1681.0,0
2024,1,0,0.0,1.0,0,0,0,1,0,0,0,0,0.0,1.0,0,0,-5.4,0,41.0,1681.0,2
2024,1,1,0.0,1.0,0,0,0,1,0,0,0,0,0.2588190451025207,0.9659258262890684,0,0,-5.2,0,41.0,1681.0,-2
2024,1,2,0.0,1.0,0,0,0,1,0,0,0,0,0.4999999999999999,0.8660254037844387,0,0,-5.1,0,42.0,1764.0,2
2024,1,3,0.0,1.0,0,0,0,1,0,0,0,0,0.7071067811865475,0.7071067811865476,0,0,-4.4,0,41.0,1681.0,-2
2024,1,6,0.0,1.0,0,0,0,1,0,0,0,0,1.0,6.123233995736766e-17,0,0,-2.9,0,40.0,1600.0,4
2024,1,7,0.0,1.0,0,0,0,1,0,0,0,0,0.9659258262890684,-0.2588190451025206,0,1,-2.5,0,39.0,1521.0,6
2024,1,8,0.0,1.0,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0,1,-2.2,0,39.0,1521.0,0
2024,1,9,0.0,1.0,0,0,0,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0,1,-1.2,0,36.0,1296.0,2
2024,1,10,0.0,1.0,0,0,0,1,0,0,0,0,0.4999999999999999,-0.8660254037844387,0,0,0.2,0,45.0,2025.0,-3
2024,1,11,0.0,1.0,0,0,0,1,0,0,0,0,0.258819045102521,-0.9659258262890682,0,0,1.4,0,43.0,1849.0,-6
2024,1,12,0.0,1.0,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1,0,1.1,1,47.0,2209.0,-3
2024,1,14,0.0,1.0,0,0,0,1,0,0,0,0,-0.4999999999999998,-0.8660254037844388,1,0,0.8,1,68.0,4624.0,1
2024,1,17,0.0,1.0,0,0,0,1,0,0,0,0,-0.9659258262890684,-0.2588190451025206,1,1,0.1,0,81.0,6561.0,-1
2024,1,19,0.0,1.0,0,0,0,1,0,0,0,0,-0.9659258262890684,0.2588190451025203,1,1,-0.1,0,85.0,7225.0,2
2024,1,20,0.0,1.0,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,1,0,-0.8,0,97.0,9409.0,-2
2024,1,21,0.0,1.0,0,0,0,1,0,0,0,0,-0.7071067811865477,0.7071067811865474,1,0,-0.6,0,97.0,9409.0,0
2024,1,22,0.0,1.0,0,0,0,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,1,0,-0.1,0,99.0,9801.0,0
2024,1,0,0.0,1.0,0,0,0,0,1,0,0,0,0.0,1.0,0,0,0.3,0,99.0,9801.0,2
2024,1,6,0.0,1.0,0,0,0,0,1,0,0,0,1.0,6.123233995736766e-17,0,0,-0.1,0,90.0,8100.0,4
2024,1,7,0.0,1.0,0,0,0,0,1,0,0,0,0.9659258262890684,-0.2588190451025206,0,1,-0.3,0,92.0,8464.0,-4
2024,1,8,0.0,1.0,0,0,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,0,1,-0.8,0,93.0,8649.0,7
2024,1,9,0.0,1.0,0,0,0,0,1,0,0,0,0.7071067811865476,-0.7071067811865475,0,1,-0.5,0,92.0,8464.0,2
2024,1,10,0.0,1.0,0,0,0,0,1,0,0,0,0.4999999999999999,-0.8660254037844387,0,0,1.4,0,90.0,8100.0,0
2024,1,11,0.0,1.0,0,0,0,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0,0,2.8,0,84.0,7056.0,-6
2024,1,12,0.0,1.0,0,0,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,1,0,4.6,0,76.0,5776.0,-1
2024,1,13,0.0,1.0,0,0,0,0,1,0,0,0,-0.2588190451025208,-0.9659258262890684,1,0,6.7,0,68.0,4624.0,0
2024,1,14,0.0,1.0,0,0,0,0,1,0,0,0,-0.4999999999999998,-0.8660254037844388,1,0,8.1,0,63.0,3969.0,2
2024,1,15,0.0,1.0,0,0,0,0,1,0,0,0,-0.7071067811865471,-0.7071067811865479,1,0,9.1,0,60.0,3600.0,2
2024,1,16,0.0,1.0,0,0,0,0,1,0,0,0,-0.8660254037844384,-0.5000000000000004,1,0,9.3,0,58.0,3364.0,-2
2024,1,17,0.0,1.0,0,0,0,0,1,0,0,0,-0.9659258262890684,-0.2588190451025206,1,1,6.9,0,64.0,4096.0,6
2024,1,18,0.0,1.0,0,0,0,0,1,0,0,0,-1.0,-1.8369701987210294e-16,1,1,4.6,0,70.0,4900.0,-5
2024,1,19,0.0,1.0,0,0,0,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,1,1,3.2,0,74.0,5476.0,-4
2024,1,20,0.0,1.0,0,0,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,1,0,2.5,0,76.0,5776.0,-1
2024,1,21,0.0,1.0,0,0,0,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,1,0,1.9,0,77.0,5929.0,4
2024,1,22,0.0,1.0,0,0,0,0,1,0,0,0,-0.5000000000000004,0.8660254037844384,1,0,1.6,0,86.0,7396.0,-5
2024,1,23,0.0,1.0,0,0,0,0,1,0,0,0,-0.2588190451025215,0.965925826289068,1,0,1.3,0,87.0,7569.0,1
2024,1,0,0.0,1.0,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1.5,0,85.0,7225.0,-2
2024,1,1,0.0,1.0,0,0,0,0,0,1,0,0,0.2588190451025207,0.9659258262890684,0,0,2.2,0,79.0,6241.0,2
2024,1,2,0.0,1.0,0,0,0,0,0,1,0,0,0.4999999999999999,0.8660254037844387,0,0,2.3,0,77.0,5929.0,0
2024,1,3,0.0,1.0,0,0,0,0,0,1,0,0,0.7071067811865475,0.7071067811865476,0,0,2.3,0,75.0,5625.0,-2
2024,1,4,0.0,1.0,0,0,0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,0,0,2.0,0,75.0,5625.0,2
2024,1,5,0.0,1.0,0,0,0,0,0,1,0,0,0.9659258262890684,0.2588190451025207,0,0,2.0,0,72.0,5184.0,6
2024,1,6,0.0,1.0,0,0,0,0,0,1,0,0,1.0,6.123233995736766e-17,0,0,1.7,0,72.0,5184.0,-2
2024,1,7,0.0,1.0,0,0,0,0,0,1,0,0,0.9659258262890684,-0.2588190451025206,0,1,1.5,0,72.0,5184.0,-2
2024,1,8,0.0,1.0,0,0,0,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,0,1,0.9,0,75.0,5625.0,2
2024,1,9,0.0,1.0,0,0,0,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,0,1,1.9,0,75.0,5625.0,0
2024,1,10,0.0,1.0,0,0,0,0,0,1,0,0,0.4999999999999999,-0.8660254037844387,0,0,4.4,0,69.0,4761.0,4
2024,1,11,0.0,1.0,0,0,0,0,0,1,0,0,0.258819045102521,-0.9659258262890682,0,0,5.4,0,65.0,4225.0,3
2024,1,12,0.0,1.0,0,0,0,0,0,1,0,0,1.2246467991473532e-16,-1.0,1,0,6.2,0,62.0,3844.0,-13
2024,1,13,0.0,1.0,0,0,0,0,0,1,0,0,-0.2588190451025208,-0.9659258262890684,1,0,7.1,0,59.0,3481.0,4
2024,1,14,0.0,1.0,0,0,0,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,1,0,7.7,0,56.0,3136.0,2
2024,1,15,0.0,1.0,0,0,0,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,1,0,7.0,0,56.0,3136.0,-2
2024,1,16,0.0,1.0,0,0,0,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,1,0,6.3,0,57.0,3249.0,7
2024,1,17,0.0,1.0,0,0,0,0,0,1,0,0,-0.9659258262890684,-0.2588190451025206,1,1,5.1,0,59.0,3481.0,-1
2024,1,18,0.0,1.0,0,0,0,0,0,1,0,0,-1.0,-1.8369701987210294e-16,1,1,3.5,0,62.0,3844.0,-3
2024,1,19,0.0,1.0,0,0,0,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,1,1,2.5,0,66.0,4356.0,-5
2024,1,20,0.0,1.0,0,0,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,1,0,1.6,0,70.0,4900.0,1
2024,1,21,0.0,1.0,0,0,0,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,1,0,1.3,0,71.0,5041.0,3
2024,1,22,0.0,1.0,0,0,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,1,0,2.0,0,72.0,5184.0,-6
2024,1,23,0.0,1.0,0,0,0,0,0,1,0,0,-0.2588190451025215,0.965925826289068,1,0,1.5,0,73.0,5329.0,0
2024,1,0,0.0,1.0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1.1,0,74.0,5476.0,0
2024,1,1,0.0,1.0,1,0,0,0,0,0,1,0,0.2588190451025207,0.9659258262890684,0,0,1.2,0,72.0,5184.0,0
2024,1,2,0.0,1.0,1,0,0,0,0,0,1,0,0.4999999999999999,0.8660254037844387,0,0,1.5,0,69.0,4761.0,2
2024,1,3,0.0,1.0,1,0,0,0,0,0,1,0,0.7071067811865475,0.7071067811865476,0,0,1.6,0,67.0,4489.0,-2
2024,1,4,0.0,1.0,1,0,0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0,0,1.8,0,66.0,4356.0,3
2024,1,7,0.0,1.0,1,0,0,0,0,0,1,0,0.9659258262890684,-0.2588190451025206,0,1,1.3,0,64.0,4096.0,1
2024,1,8,0.0,1.0,1,0,0,0,0,0,1,0,0.8660254037844387,-0.4999999999999998,0,1,1.1,0,65.0,4225.0,0
2024,1,9,0.0,1.0,1,0,0,0,0,0,1,0,0.7071067811865476,-0.7071067811865475,0,1,1.9,0,63.0,3969.0,0
2024,1,10,0.0,1.0,1,0,0,0,0,0,1,0,0.4999999999999999,-0.8660254037844387,0,0,2.7,0,65.0,4225.0,3
2024,1,11,0.0,1.0,1,0,0,0,0,0,1,0,0.258819045102521,-0.9659258262890682,0,0,2.6,1,70.0,4900.0,-4
2024,1,12,0.0,1.0,1,0,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,1,0,3.4,0,67.0,4489.0,0
2024,1,13,0.0,1.0,1,0,0,0,0,0,1,0,-0.2588190451025208,-0.9659258262890684,1,0,4.0,0,64.0,4096.0,5
2024,1,14,0.0,1.0,1,0,0,0,0,0,1,0,-0.4999999999999998,-0.8660254037844388,1,0,3.5,0,64.0,4096.0,-4
2024,1,15,0.0,1.0,1,0,0,0,0,0,1,0,-0.7071067811865471,-0.7071067811865479,1,0,3.3,0,65.0,4225.0,0
2024,1,17,0.0,1.0,1,0,0,0,0,0,1,0,-0.9659258262890684,-0.2588190451025206,1,1,2.0,1,71.0,5041.0,-4
2024,1,18,0.0,1.0,1,0,0,0,0,0,1,0,-1.0,-1.8369701987210294e-16,1,1,1.4,1,71.0,5041.0,0
2024,1,19,0.0,1.0,1,0,0,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,1,1,1.1,1,71.0,5041.0,0
2024,1,21,0.0,1.0,1,0,0,0,0,0,1,0,-0.7071067811865477,0.7071067811865474,1,0,1.0,1,71.0,5041.0,0
2024,1,22,0.0,1.0,1,0,0,0,0,0,1,0,-0.5000000000000004,0.8660254037844384,1,0,0.7,1,68.0,4624.0,3
2024,1,23,0.0,1.0,1,0,0,0,0,0,1,0,-0.2588190451025215,0.965925826289068,1,0,0.6,1,68.0,4624.0,-3
2024,1,0,0.0,1.0,1,0,0,0,0,0,0,1,0.0,1.0,0,0,0.6,0,68.0,4624.0,2
2024,1,1,0.0,1.0,1,0,0,0,0,0,0,1,0.2588190451025207,0.9659258262890684,0,0,0.4,0,69.0,4761.0,5
2024,1,2,0.0,1.0,1,0,0,0,0,0,0,1,0.4999999999999999,0.8660254037844387,0,0,0.4,0,68.0,4624.0,-5
2024,1,3,0.0,1.0,1,0,0,0,0,0,0,1,0.7071067811865475,0.7071067811865476,0,0,0.3,0,67.0,4489.0,-2
